Colon	norm1	norm2	norm3	norm4	norm5	norm6	norm7	norm8	norm9	norm10	norm11	norm12	norm13	norm14	norm15	norm16	norm17	norm18	norm19	norm20	norm21	norm22	tumor1	tumor2	tumor3	tumor4	tumor5	tumor6	tumor7	tumor8	tumor9	tumor10	tumor11	tumor12	tumor13	tumor14	tumor15	tumor16	tumor17	tumor18	tumor19	tumor20	tumor21	tumor22	tumor23	tumor24	tumor25	tumor26	tumor27	tumor28	tumor29	tumor30	tumor31	tumor32	tumor33	tumor34	tumor35	tumor36	tumor37	tumor38	tumor39	tumor40
Gene218	756.245	356.2675	367.975	552.8	721.15625	875.6	381.5025	290.34125	455.90625	644.87875	871.13375	231.58125	191.9575	350.16625	662.3425	200.25125	650.11125	453.52375	214.75375	569.36375	297.565	472.65125	269.32875	443.42125	468.80125	377.0025	262.265	536.36875	900.89625	800.465	842.27875	478.2675	300.4625	585.9175	350.68	214.59875	627.90375	177.43625	647.965	538.1825	219.16625	803.49625	411.12625	670.58375	922.31625	698.97375	616.80625	729.11125	336.25125	336.31625	1230.7262	849.0325	337.5725	510.74625	403.85875	350.53375	112.51625	323.97625	284.71	650.09	288.74375	1768.8163
Gene219	767.60119	438.5631	203.9869	760.85476	465.1	975.17738	392.77619	176.17262	383.08095	414.96071	876.54524	113.12262	347.9381	530.25833	1365.3202	613.4131	639.91071	698.21071	296.60357	245.88929	576.37024	657.5	295.80238	209.03929	561.24881	612.66071	583.42738	896.76429	1231.1905	1175.9833	844.07619	513.31786	499.12976	558.04167	472.9369	298.45119	542.12738	371.23571	260.40595	581.58929	216.89286	483.50595	474.40238	1514.9929	1648.8095	1335.2702	879.09762	680.425	546.66667	324.67381	671.11905	1645.219	522.07857	380.84405	304.84167	262.62857	112.48095	334.85714	607.25476	933.27738	515.02976	1258.4595
Gene220	361.86905	298.10952	552.57738	377.84881	696.59643	666.9881	373.74167	343.50833	217.09405	700.10238	498.98095	112.03452	523.46429	908.46071	644.51429	549.99048	522.00476	180.44405	732.27976	376.67857	147.23571	510.00833	347.90595	222.06905	702.80595	254.66071	266.31429	543.39643	523.79405	548.72619	612.99286	292.49643	358.25238	666.27381	329.31786	415.47262	724.45476	427.30476	412.31548	396.75476	199.82738	194.40833	609.98333	700.26429	858.875	1090.8464	1015.4738	435.70119	244.11786	183.08929	796.6619	952.53929	401.28095	339.62262	452.6381	507.30357	313.21905	169.7131	484.36429	363.25714	358.70833	965.77976
Gene221	916.30357	240.41071	351.75	311.93571	1310.4464	1000.8571	322.675	333.06548	505.77262	776.44524	1271.7583	497.19881	673.57976	738.03333	1549.7214	1332.725	951.5619	877.34286	1111.1	655.64048	1008.556	854.02619	678.64167	111.96548	312.34405	344.29167	320.02619	577.47262	1152.1238	798.4881	990.02619	420.68333	425.89167	478.52262	288.65357	262.93214	720.63452	246.20476	458.28929	621.1619	216.58214	347.68571	663.85	875.78333	1930.9464	1026.7607	1085.6619	673.85952	991.38929	340.41786	697.02619	938.70357	561.26667	309.82024	515.63095	578.26786	582.02738	163.68095	414.20476	741.95	514.67857	1997.7548
Gene222	544.565	391.0325	227.69125	739.73	549.79875	776.745	499.91125	168.66375	380.315	480.44625	591.945	111.65875	309.09	1023.0238	1146.9387	546.2175	802.8	763.62	732.15875	627.43375	761.67375	702.8175	193.29375	520.26625	571.45625	343.2075	324.86375	526.4275	933.9325	777.95875	999.60375	445.21125	339.3675	743.7825	413.73125	226.255	567.13625	206.97	687.54375	658.52	242.99	500.62875	491.03875	988.95875	885.89	1128.2363	675.39375	483.72375	677.45375	277.99875	414.02625	883.5525	548.5875	356.48	218.205	756.895	535.39	342.9275	625.4	405.9175	521.95125	1261.9238
Gene223	617.0525	301.83375	572.07125	571.47125	1071.0262	695.90125	627.79	694.4925	582.295	804.50125	761.0225	178.37	384.3875	672.01	532.99125	267.97625	365.9925	234.3225	711.3075	259.08875	158.50625	583.88125	589.19875	179.17	1378.3763	264.03	435.01875	1185.3725	769.04625	870.045	1219.2325	643.67625	694.53125	514.40875	641.72375	842.7175	652.28	926.9375	864.36875	308.13875	350.14875	488.65	1169.7988	718.43125	885.01125	1030.0275	1056.8188	385.5825	149.70125	642.9175	1444.425	1450.695	598.90625	502.83625	712.765	554.00375	111.53875	252.25	654.22	831.98125	235.62125	1486.7
Gene224	987.52375	510.6775	504.55375	448.75125	1625.4425	1311.2487	636.445	525.6675	111.3225	614.83125	1256.9238	166.92875	1205.6525	952.61875	573.125	1767.67	2035.2237	279.195	613.3275	1367.045	1277.3313	1022.64	672.55375	1129.3575	436.14375	429.20375	667.9175	534.55125	1430.3525	1458.8537	2876.9462	1448.87	225.65375	871.3575	471.3275	278.55625	821.145	225.54	649.5775	415.00375	242.43625	264.95625	760.94875	843.74875	2790.8275	964.2225	566.73875	276.5275	967.1975	523.505	249.27375	354.115	416.16625	170.1675	639.4475	1164.0925	2103.8237	209.485	622.625	183.5075	438.18625	1201.1825
Gene225	1485.9725	587.93125	231.32	488.3325	472.81375	1628.9675	417.095	691.18	539.79625	271.60125	1147.7862	127.98	111.06125	653.31	1346.5662	339.45625	568.79	279.725	292.30125	347.265	532.9025	515.2	183.83625	235.0125	375.565	495.53375	425.55375	771.35875	858.1925	1365.3313	492.7725	417.99375	576.2275	368.39625	500.76625	365.29	511.10875	381.7625	470.5725	676.15	217.81875	621.90125	452.02	1175.71	1102.4837	1357.1762	662.6225	833.99375	536.57875	372.13875	750.565	754.99625	462.9725	392.87125	220.86125	165.89375	167.1275	156.9125	502.14	1296.4337	392.345	1066.6662
Gene226	974.25789	656.38684	270.74474	1761.1447	721.33158	1324.4855	597.46316	309.21842	492.7	512.55789	1213.7408	110.83026	862.32105	1119.2671	2122.1579	1029.325	1154.8092	1081.8303	740.45921	1184.1684	1619.4289	1300.8592	404.65	578.80526	1531.3211	692.67763	960.05263	1788.0474	1711.1579	2804.2921	2138.5289	872.82368	948.79605	1595.8658	965.09737	713.15263	977.78421	796.05789	543.68289	1417.8237	576.16579	1418.3592	786.50789	3179.05	2000.8789	2168.3263	2073.575	875.30526	1349.5632	584.89737	1325.3803	3308.6487	1295.3434	815.81711	403.52895	795.06184	517.24474	1220.6105	535.80658	1895.9092	1681.7842	2652.7053
Gene227	301.22262	363.41071	411.33571	568.05952	434.21905	349.77143	246.675	347.12262	214.78095	361.40238	380.96667	110.8119	360.91071	520.88095	568.6619	353.86429	642.3	488.82381	578.98214	273.69405	235.10714	323.89286	284.46667	274.19286	816.28452	320.68095	266.7119	632.02143	452.99048	501.10119	610.39524	486.73452	529.91786	921.29643	317.7381	639.38333	443.29048	607.44286	348.28095	488.40119	421.77381	387.44048	784.52143	906.98095	499.36071	989.15833	887.41786	262.31548	200.86905	248.6369	247.9631	1023.306	748.35	481.14524	500.84524	284.37143	295.28095	391.65238	905.23452	290.22857	291.25476	501.49167
Gene228	1042.6688	201.79625	280.61875	852.85875	1087.0275	760.13375	249.94	165.9475	124.96625	551.18875	1571.5813	110.47875	916.15875	488.92625	1701.73	1375.3175	1831.0237	769.9425	895.57375	3111.5063	1381.685	1176.8787	625.86875	1278.7788	367.49625	926.12	1011.755	1378.5862	3040.2375	2631.3887	5519.8175	2652.2338	284.03375	2614.3887	1025.245	537.795	904.70125	566.9575	1266.8238	1227.9512	465.77	494.2775	1214.3963	1690.38	1696.6425	1621.805	1083.0488	771.33125	1003.4438	753.95625	477.805	802.7375	1005.7475	325.965	1348.6487	1245.2912	2745.6862	497.52	1174.5237	735.34375	1091.4937	2634.7625
Gene229	1793.9525	870.35875	266.7225	336.69625	556.5175	1522.9362	608.97375	1196.98	328.01875	267.575	1272.8588	115.9525	954.185	912.0775	1347.3587	1240.1012	1150.8162	1034.445	1723.6188	319.4125	1259.3525	900.6325	341.2325	211.4725	1379.7775	329.6875	707.2375	1027.2025	1223.9625	1386.8662	890.1825	235.73375	461.48125	823.6775	693.35625	394.1975	566.19125	371.93625	464.0375	1107.4588	600.41625	549.07375	378.4125	968.4525	1871.0213	992.80625	1100.01	591.0875	644.18	110.1075	814.73	939.74125	828.88	358.49375	326.67125	674.00875	588.1425	462.2725	2088.9025	736.4275	778.595	267.4
Gene230	378.82625	198.74625	362.36875	324.0825	533.34875	536.08125	363.72375	201.735	168.9475	505.64875	494.50375	140.4075	610.53	1026.4038	1041.7288	752.8275	876.08125	1024.285	929.5275	657.7325	394.795	662.04625	346.73375	109.81125	715.36875	240.845	270.0625	555.0325	328.8625	549.84625	644.025	589.64875	415.23625	609.7375	302.2425	656.08625	360.835	535.22375	552.8525	478.24875	310.4575	277.75375	618.6625	984.50875	830.24	1446.3075	1168.42	314.91125	467.71125	157.94	221.04125	1816.7338	683.15625	393.765	496.015	658.8475	450.13125	256.325	794.63375	333.63875	424.01375	1132.5425
Gene231	995.14286	686.2625	350.20357	309.30179	833.68214	1445.6375	339.94464	109.23036	246.32143	425.15714	1433.4518	313.04286	589.43393	664.29464	768.82857	1414.425	1815.5768	488.36071	892.49821	1780.2304	748.17857	1269.5429	764.04107	972.66607	412.82321	462.59286	465.66786	309.83036	1077.0054	1647.6196	2431.3393	675.66964	335.92321	502.20179	508.7875	431.2625	449.38929	288.29464	416.40893	473.74821	235.00179	602.99286	670.03036	607.16071	1356.1964	1307.9893	923.94286	432.31964	1120.5036	610.20357	227.64286	411.73571	355.3	146.7125	503.51429	681.57143	1350.55	144.91607	379.38214	605.91429	1345.7107	1137.7214
Gene232	472	330.075	154.8625	349.16667	538.51667	774.45417	329.33333	280.35833	344.89167	342.1125	537.17083	109.10833	434.80833	897.48333	1068.0042	562.625	650.09167	1027.875	658.45417	389.15417	605.1375	784.775	191.10417	143.02083	782.975	363.16667	478.5875	538.3125	1221.55	1127.9667	979.275	518.55417	555.1875	706.41667	505.2625	367.77917	644.57917	315.39167	513.72083	661.55	211.80417	484.80417	405.46667	1414.3083	1236.3208	1298.0208	597.25833	422.69167	595.99167	301.70833	399.25833	1550.2875	600.01667	235.82083	151.1625	499.79583	409.75417	362.88333	1077.2	730.43333	525.025	915.575
Gene233	661.38333	320.88214	777.45714	597.38929	994.02143	844.20833	322.06071	219.30952	305.25952	936.4381	581.92857	169.36786	784.02381	1362.1274	1410.9952	1416.9595	108.73333	182.72024	912.72857	403.24286	423.9369	841.63929	353.99286	224.28452	832.02738	405.9119	448.01071	813.92738	789.33452	992.2381	1395.8548	886.31905	715.02024	878.64048	374.75476	796.04524	881.37381	530.04048	591.11429	155.97619	334.37381	519.65357	722.25833	988.4381	1228.531	1626.4262	1789.2952	467.6131	323.53929	224.30238	1180.2631	1207.7905	287.09286	601.19524	619.01548	882.8	118.19762	143.27738	208.35119	336.36548	243.0631	1383.5429
Gene234	196.80147	145.15588	376.97059	375.08971	404.58088	592.72794	169.67647	122.01324	264.34853	430.58971	357.21765	151.57353	525.32794	558.07353	711.06912	362.6	463.61324	108.68529	649.18382	484.81618	316.64706	610.96618	1015.7456	112.35588	752.80441	199.61471	232.53235	501.31765	366.45735	548.675	1140.4309	425.65882	338.98971	808.40441	284.44265	404.49853	184.04118	418.19853	426.09706	391.41471	330.54853	143.95735	363.11029	563.77647	871.70441	1184.9706	747.15735	177.93676	243.72059	316.67941	552.56471	930.88382	391.59853	387.19706	287.05441	474.16618	640.46765	177.21176	842.90147	217.12647	454.29118	741.22206
Gene235	1012.4525	920.46625	167.16	227.71	327.68	1129.9338	614.05875	1751.7687	238.46375	117.74125	905.42625	108.505	718.29	446.73375	938.51875	586.59875	724.35375	1266.46	1197.3125	422.615	501.84125	586.52875	515.815	438.60875	1411.1775	818.72625	847.195	2411.5125	2029.515	1951.855	1918.93	207.14625	493.21	1691.8062	703.78625	640.24625	1292.185	681.7825	528.41375	1423.1212	401.3675	576.18625	698.945	1195.4275	1396.4512	1397.8538	1745.4412	1152.965	660.55	505.95	1085.3288	1593.22	1211.9775	449.00125	381.24125	339.675	617.4975	583.7725	1394.045	1181.87	796.285	354.80875
Gene236	362.1825	185.295	345.96375	415.8025	570.94875	600.23375	322.71	451.7775	364.6225	463.03125	350.02875	132.5075	450.20125	1016.9325	1300.825	761.1375	853.70375	870.5775	736.915	508.6825	382.21375	632.03875	785.5225	108.28875	788.40625	337.53625	229.525	615.735	575.89125	561.96	529.9125	763.65625	470.14875	826.04	236.325	479.50875	635.84375	918.77	364.08	540.60125	405.54875	296.915	751.0675	1226.0725	982.76625	1578.5875	1889.16	201.56875	459.43625	420.44125	723.80125	1216.6362	587.92875	411.4775	325.7875	750.29875	725.95625	458.32625	1253.1838	294.4875	494.3625	1934.475
Gene237	524.13056	246.93889	391.12778	489.56389	630.73889	696.68611	414.46944	290.65	501.73889	465.98889	650.88333	186.675	776.1	1081.5389	1780.9833	935.87222	1349.8194	1816.4056	1020.8722	577.66667	107.43889	971.46111	932.05556	148.89722	1825.8917	354.15833	523.54167	935.25556	692.62222	1431.8472	1022.5806	889.4	1069.7694	894.50278	819.33056	1515.625	602.56389	932.61111	963.94444	921.63889	415.56944	429.43056	1084.5389	1815.2917	2069.1806	2336.5639	1853.6	542.34167	547.88056	379.15	886.54444	2389.1694	1274.2111	923.21111	975.89444	855.33333	661.22778	331.6	1481.1583	628.5	1014.5028	1257.1167
Gene238	539.84875	205.4275	306.18375	236.64375	903.53375	475.145	410.04125	129.4475	488.21125	468.7175	854.87375	360.8375	443.795	625.5475	203.55375	736.66625	569.9825	354.8575	146.94375	375.565	250.98	203.8525	505.70875	291.90375	750.0975	496.08	510.1075	1029.2225	1058.1462	1028.5075	630.71	494.1875	421.565	1054.1475	244.715	266.08375	999.91875	319.95875	645.03875	131.7975	211.585	261.52125	339.05	343.7375	791.97875	282.31	1109.515	239.87375	308.09375	322.02	107.43375	412.215	356.1875	258.58	589.65375	178.56375	174.36625	267.615	697.725	501.0775	229.8775	987.35
Gene239	897.5675	542.17625	206.92875	233.17625	267.5775	899.7775	404.425	1296.7125	211.44125	159.31125	665.09	106.79625	447.87125	718.41625	821.475	604.06375	546.07375	551.935	1215.4375	421.67625	611.7325	294.945	341.46375	170.94625	652.61375	657.9375	491.06	1755.6088	1085.7975	1013.0187	719.58625	143.0325	220.6	1047.2663	452.215	430.4075	673.82875	509.20375	294.62375	447.615	485.7075	409.19875	430.0075	511.195	1179.915	723.73625	1407.4475	494.24125	427.87375	204.82875	974.82125	1090.3637	1149.285	293.29625	270.6625	453.3275	414.5725	420.68625	683.8675	684.7875	488.285	353.94625
Gene240	288.17875	181.115	294.62125	216.78375	446.86625	463.18875	244.33125	116.72375	175.40875	302.7525	342.315	106.72875	205.6875	301.77	701.20875	279.86	960.05875	322.16375	334.625	246.48875	240.08375	440.03125	352.36125	195.31125	383.11875	145.78	126.505	287.61125	366.6975	499.7425	725.7625	294.66	309.325	312.105	197.90875	418.385	350.75125	380.4125	283.49125	252.76125	209.94	184.2175	421.70625	599.7925	578.7575	718.49625	862.72375	260.7175	262.295	233.74	534.03875	613.69875	313.8925	238.3375	406.53125	437.21125	492.09625	116.2825	452.53	337.6425	181.18625	765.98875
Gene241	423.54048	244.32738	286.53929	265.3131	614.725	531.51429	458.37857	1418.0821	251.05238	356.44524	407.98929	105.9631	336.84762	431.70952	1100.4071	357.77976	674.0619	1112.0881	551.65714	616.93571	229.91429	533.0619	881.76548	177.4131	1611.3762	532.97262	394.2131	1775.1988	1176.8881	1298.9226	1203.9417	542.64167	961.39286	1589.444	567.88095	1263.5083	632.90595	1501.5762	414.50714	957.93333	476.28452	560.80357	1022.4119	2405.7357	719.52619	1789.1464	2374.3071	335.63333	286.74643	524.50238	2679.0774	2282.025	762.26071	891.74167	588.62381	435.07857	485.73929	490.65595	1825.6	814.07143	593.34286	1836.369
Gene242	578.43452	539.45238	223.92381	270.86667	529.54881	748.29048	198.38333	364.27024	158.18571	274.07976	485.58571	105.90595	373.32143	432.28571	473.92619	539.41429	324.30952	327.78333	459.11548	328.58452	383.99762	308.04048	114.41429	447.45833	342.21429	243.34881	246.55238	508.4619	739.68214	402.70119	562.29524	120.99048	155.74524	498.62024	221.66786	141.50714	775.9381	160.34405	289.8881	341.87262	302.70476	402.15714	379.60357	321.81548	655.75357	346.04405	655.75833	509.175	268.24048	145.95595	959.21071	502.84643	355.26548	349.90119	292.14762	236.10119	579.64524	233.39167	317.86905	571.92024	227.46667	385.95476
Gene243	370.30375	268.52125	233.20125	301.4525	584.605	394.23375	199.3875	343.99125	309.8875	399.9675	259.76	134.83125	279.74125	661.95125	903.63	746.67	276.77375	751.77875	387.60875	190.13125	310.67375	385.62	679.85	150.41625	415.2175	321.1	229.46125	403.76	497.18875	737.17625	890.91125	664.375	451.8625	452.83625	294.44625	616.735	430.77	452.425	251.0425	192.86625	114.62625	309.82125	514.7825	1731.0588	764.0625	1235.1212	772.0075	166.80375	295.8225	185.755	320.3625	799.15125	258.5375	282.47125	264.58625	429.16875	328.9025	105.2325	497.69875	237.08	321.7225	574.92625
Gene244	477.55125	346.3825	353.095	668.9225	787.44625	658.0675	389.105	300.3	470.83875	587.1	604.95	105.13	519.5675	762.8575	1640.7987	832.72125	962.27375	715.41125	880.1075	418.98875	493.39375	677.7775	454.065	236.62	1023.4425	261.5675	328.02875	991.5525	649.92875	757.03125	952.92125	672.095	556.58625	960.6075	499.58625	861.71	483.03375	841.32125	531.26375	515.985	253.76375	407.8525	649.5275	2031.1425	1005.6613	1800.1037	1743.525	357.3925	347.665	454.66875	956.65125	1652.1425	618.6	564.60625	426.6975	625.3875	461.4875	148.05375	697.43	548.65875	476.22875	1250.0787
Gene245	1648.4596	576.64038	1453.3442	1849.6173	2510.9846	2679.8904	1422.4827	608.62692	373.1	1605.6173	1513.1192	212.96154	1723.4481	1263.4038	1094.6731	558.24615	2570.9596	211.98077	2307.575	105.08462	697.11154	1240.5846	118.08269	209.21923	343.97692	149.65192	348.52885	289.83077	473.99808	597.59423	739.27308	663.10769	436.23846	472.14615	364.57885	287.39808	362.34038	282.71538	528.86346	226.8	196.51154	214.58269	633.22308	541.35192	1811.1885	453.28846	656.87308	475.27885	1002.0827	194.14808	503.65192	527.05769	392.525	179.11923	464.30962	1746.3808	442.29423	134.11923	376.50769	271.71154	191.33846	334.96538
Gene246	267.8075	1277.2988	682.42625	3801.6438	914.4225	1479.9013	580.72125	134.72875	246.5325	473.71	888.59375	128.82125	429.22125	475.84	1353.4463	1104.0712	2007.8862	405.58875	936.01875	1791.6112	459.3475	1813.69	1202.2425	1292.5263	1140.8775	941.55	543.7775	104.57375	1137.5788	2734.1362	2316.42	658.8725	488.62125	623.05125	439.005	639.82	823.98	149.2725	213.56375	273.4325	398.305	523.2375	1512.7012	1246.3862	2502.6037	2955.8975	4323.6862	267.3925	266.28625	941.01375	1188.4012	747.6775	410.63125	359.28375	435.2475	603.2725	1772.465	139.83375	479.97125	727.7275	2249.0775	675.575
Gene247	688.195	595.03625	201.045	350.9675	467.48	920.84875	314.55875	813.61	165.465	166.0475	590.42625	103.9475	521.92125	546.40875	940.05	749.8725	535.4275	585.695	814.30375	376.785	668.665	510.74	265.47	497.02875	554.9825	437.3625	366.735	853.60875	1090.8125	937.3525	1392.1375	205.94875	240.04875	769.62125	620.76125	294.19125	706.5475	182.2975	298.2525	442.3225	564.04625	461.15625	538.13125	278.5275	1217.7588	583.48125	952.48	395.9225	361.25875	167.8	1377.3375	835.54875	740.575	232.1775	259.02875	231.4075	946.88625	345.32625	892.58875	517.9125	311.85375	439.51375
Gene248	342.2	199.3325	329.02375	267.5325	496.76625	542.08875	255.40625	234.70125	179.53375	406.32875	315.7475	125.88125	312.0775	412.17	722.935	454.67625	460.20125	424.915	411.62375	184.925	248.2825	342.84125	228.94	146.41	277.40125	188.4575	183.41375	343.67875	497.47875	446.2475	483.055	333.115	242.2175	387.90875	173.0175	302.6875	398.92	273.7775	316.9075	264.12375	171.0125	224.55125	286.72125	433.7075	522.195	573.10875	498.7575	219.53875	273.28875	190.22625	493.17875	559.885	283.4275	297.99375	325.4975	311.38875	353.38375	103.6725	353.565	189.2675	246.915	486.18125
Gene249	2314.9488	987.79875	2030.8775	3886.9925	4322.8788	3552.9838	1872.4913	183.62125	412.0725	3034.6875	2417.8775	163.60875	2689.205	1765.185	5832.3175	1931.1425	4642.0637	754.19	3134.9388	221.18375	1817.94	2699.1925	182.00125	137.97125	332.36125	103.42625	339.77125	329.86875	448.47375	413.325	471.47875	812.82125	287.17375	779.63875	505.99	219.72	250.28125	228.02875	632.74625	500.425	335.69	228.28625	636.02375	846.975	2517.4713	867.55	686.53625	552.65875	1627.27	185.3225	404.31875	1082.3812	660.1275	230.69125	584.7325	2787.0425	657.41	175.22875	966.085	188.36625	272.92875	416.17125
Gene250	1049.4238	751.37857	219.50714	458.1881	618.53214	1311.3083	470.7119	387.88571	173.1881	175.88214	1732.6512	104.56429	939.60357	443.64167	1686.5274	1000.25	1777.3345	288.79762	1592.1714	497.75	788.67143	1024.0143	107.26071	933.17381	423.18571	264.34167	418.97143	731.71429	886.29405	492.5869	2475.8869	401.95238	163.83095	675.18571	530.69405	173.96429	676.50714	103.37262	343.49643	596.31548	591.76071	282.67143	738.40476	701.50357	1778.6131	407.74643	699.47857	403.31786	565.98095	381.59405	699.125	702.4381	1079.7214	275.33214	315.73571	691.20833	3152.256	646.07619	780.11071	385.62143	432.89167	199.99048
Gene251	676.60921	252.73421	314.36579	559.27237	598.69474	1047.7658	336.31842	369.66842	241.61316	571.53553	593.88816	178.14079	966.53553	2034.55	753.71053	1269.8447	1170.0289	1062.1987	1519.4237	2082.2211	861.55658	860.69342	836.19211	103.27105	1140.7961	705.3	507.17632	1041.3908	584.575	1067.3	854.34211	1188.1066	1713.2118	1354.4197	480.79474	1555.6776	1478.5592	1618.3237	1122.1697	2074.5079	1377.5408	682.30921	1429.1605	1179.5671	995.93553	2736.9395	3601.7487	672.08421	719.98289	305.15789	674.51447	1714.2145	2158.6184	534.89342	1206.5171	2283.6408	1428.7026	1576.3987	3021.9632	577.60789	909.1	8554.4079
Gene252	501.93375	277.74375	373.59625	417.825	606.39125	752.3125	574.39875	1272.9525	456.21875	494.90625	348.3275	168.26875	342.295	702.5575	1402.875	585.4025	838.3425	799.6425	907.18125	630.7575	311.44375	577.69125	691.55375	102.9925	1384.12	425.17625	389.0075	1312.3112	743.7425	1500.4825	669.97875	416.94625	1118.255	1133.6675	632.9075	1458.3812	744.21625	1734.6288	539.56125	721.44375	200.50375	445.37	651.645	1765.705	903.7425	2884.3438	2619.4213	284	342.81125	310.7975	861.38125	1695.1062	767.16125	624.145	297.6625	681.265	295.78125	439.22875	1733.2613	1032.82	654.39375	1358.4887
Gene253	669.97976	405.67738	182.48095	371.77024	426.05	634.7869	380.46429	179.23333	294.44286	280.49167	944.9131	102.17976	188.82619	957.69643	1145.7512	506.30714	705.0869	609.56667	556.7631	719.09405	578.95476	571.88571	143.36071	432.49762	468.68452	363.79286	276.62381	506.97262	752.4369	741.24048	733.52976	396.15357	260.21429	597.23095	412.6881	291.47143	405.77381	174.44881	541.29881	526.55119	230.06905	443.17976	531.9881	1143.9036	1218.0607	1287.794	933.35833	765.67143	652.07738	287.91071	407.45119	774.06548	412.10357	289.59643	209.26548	447.25119	377.20595	345.25119	551.75357	615.99762	507.97024	1212.8167
Gene254	443.855	236.39125	500.5875	417.09625	626.12625	864.8575	313.34125	224.28125	229.57375	395.4325	490.29125	101.9625	674.48	881.63125	1394.5375	773.72875	1238.0525	279.85625	1087.9175	882.13375	451.82	1293.1987	609.9475	330.8925	345.35125	208.13125	245.705	321.885	517.96625	514.83375	1748.33	759.15875	304.705	526.41625	297.73375	438.89125	350.36875	293.77625	340.38375	553.56	307.245	179.63	785.7875	545.37625	1288.0638	829.76625	784.82	242.255	395.26125	546.1925	424.52625	816.1175	481.63875	199.88625	407.71625	914.525	1122.3213	133.04	440.00375	125.2725	663.20375	751.325
Gene255	1099.1662	843.0575	319.18375	483.4525	630.93875	1613.1775	505.11	863.62	185.44	300.555	1001.0213	101.08125	891.61375	948.64875	1029.4688	776.70875	1139.385	1200.0938	1063.3213	805.71	898.33	816.13875	470.625	635.5825	894.68375	773.51	624.63625	1620.7725	2067.53	1394.8487	1574.875	241.19125	338.0625	1055.7325	899.0325	495.35375	1080.44	514.5925	723.815	1053.2313	1274.9925	697.57125	1042.5288	768.7625	914.6025	1171.6175	960.8925	1039.9262	646.97625	305.44625	1544.1012	1664.9438	1026.4938	591.515	544.3425	528.20625	869.565	799.22375	1750.0362	1030.5325	677.12	735.71875
Gene256	411.085	373.2975	433.68375	547.93875	737.5125	534.11125	212.025	219.11125	126.11625	502.9875	573.72375	116.59375	226.11625	354.3375	626.20125	784.33625	328.47625	403.17375	402.15375	308.7425	308.2275	268.59375	189.1375	390.15625	433.73125	308.07625	273.7025	578.2275	1184.6075	731.785	737.82625	348.2625	388.04	591.7925	234.49375	217.83375	1177.8188	207.6875	322.01	229.47875	107.37625	428.03625	446.70875	495.26875	813.785	557.30375	826.32125	342.05375	315.89125	116.6025	384.14125	344.2975	228.035	213.135	391.42875	263.0975	321.19375	101.0375	281.03	425.57875	204.61375	1447.1675
Gene257	395.54625	205.71625	256.36	201.63	923.82125	569.53375	215.5925	140.61875	221.56625	419.42375	671.79	143.57125	501.71	399.9325	921.755	1121.605	529.025	379.005	431.03	403.9325	566.205	417.8975	726.20875	183.72625	331.03125	248.18375	274.4525	404.87875	761.38375	778.5375	869.1675	339.54625	200.85875	407.3525	177.31625	264.4775	480.74	184.02875	271.08625	331.16125	117.07	235.5025	258.99125	708.9525	1675.1225	581.6475	623.4775	218.79875	366.39125	283.74375	230.755	358.7575	232.78	113.4575	259.875	460.30625	429.8925	100.855	258.45875	248.71375	244.93125	695.6075
Gene258	237.29625	134.665	324.95875	223.875	369.87	364.39	179.60625	369.72375	218.82125	373.6525	307.655	100.82	338.90375	301.0575	330.08	173.92	389.34875	383.57625	306.1025	290.425	135.67625	312.48625	439.79125	123.11	391.54375	231.25	245.4375	561.215	396.39875	396.37375	401.59125	394.98625	385.17375	403.96375	187.13375	405.3875	215.74125	641.76875	289.05625	422.78	252.87125	278.4775	564.07875	514.41375	476.2475	572.93875	1728.1712	369.92125	189.15	375.3875	576.17625	886.16875	562.2425	442.92625	350.57375	217.1325	260.20125	225.9675	500.27375	233.42125	241.5675	653.08875
Gene259	463.40588	281.31618	254.38824	413.03088	659.88824	395.29265	376.58382	253.38676	151.29118	382.83382	679.05735	127.125	291.69412	358.06765	303.39412	408.44265	464.99118	743.75588	314.91029	345.22206	463.42941	330.00882	279.19412	315.35	352.37647	233.59559	261.775	439.23088	752.48235	575.35294	659.975	233.09853	254.23088	410.96029	205.75441	169.35	652.21029	252.56471	545.97353	100.78971	137.69265	383.25882	736.36765	578.91324	632.01765	396.5	324.05735	316.74265	429.46324	126.59412	183.30588	537.54265	336.60147	179.25735	391.66176	120.21618	343.79559	157.17794	305.97206	446.29559	258.67353	1062.75
Gene260	1031.0272	143.83175	100.03318	105.45833	608.32901	538.34879	7421.3375	1209.5661	290.78296	197.38542	1308.3184	140.96909	255.73706	365.31496	354.93949	363.06735	509.10146	400.7009	217.26956	314.91147	355.91567	268.43321	168.55022	141.7829	994.71912	361.58716	418.5592	1206.2658	821.94913	837.39014	739.40491	361.96968	489.30588	1020.794	333.03025	375.2491	1347.9135	347.22239	145.69027	305.537	237.59369	107.26026	1086.5078	431.30137	519.18399	601.7393	430.34291	913.16782	316.77823	264.72189	736.8495	615.08417	631.97631	168.5078	139.16073	290.45379	990.39512	217.99571	339.94415	1181.3026	251.41113	594.88557
